ItmId,ItmPthId,ItmIdentifier,ItmDescription,ItmType,ItmSkinnable,ItmStackAmount,ItmMaximumAmount,ItmLook,ItmLookColor,ItmIcon,ItmIconColor,ItmSex,ItmLevel,ItmMark,ItmDurability,ItmMinimumSDamage,ItmMaximumSDamage,ItmMinimumLDamage,ItmMaximumLDamage,ItmArmor,ItmHit,ItmDam,ItmVita,ItmMana,ItmMight,ItmWill,ItmGrace,ItmProtection,ItmHealing,ItmWisdom,ItmMightRequired,ItmExchangeable,ItmDepositable,ItmDroppable,ItmCon,ItmSound,ItmText,ItmBuyPrice,ItmSellPrice,ItmBuyText,ItmThrown,ItmThrownConfirm,ItmRepairable,ItmIndestructible,ItmTimer,ItmBoD,ItmProtected,ItmUnequip
12135,0,pink_headband,Pink headband,12,0,1,0,3,2,2650,2,2,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,5000,2500,,0,0,0,0,0,0,0,0
12149,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12250,0,===Library Items===,===Library Items===,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12251,0,legend,Legend,18,0,1,0,0,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,10000,5000,,0,0,1,0,0,0,0,0
12252,0,divine_chronicles,Divine Chronicles,18,0,1,0,12,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12253,0,graced_by_the_muse,Graced by the muse,18,0,1,0,21,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12254,0,the_wandering_monk,The wandering monk,18,0,1,0,17,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12255,0,tomes_of_the_earth,Tomes of the earth,18,0,1,0,16,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12256,0,ranger_code,Ranger Code,18,0,1,0,15,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12257,0,kwanhonsagje,Kwanhonsagje,18,0,1,0,14,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12258,0,dragons_tooth,Dragon\'s tooth,18,0,1,0,0,0,722,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12259,0,barbarian_runes,Barbarian runes,18,0,1,0,10,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12260,0,ancient_parchment,Ancient parchment,18,0,1,0,18,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12261,0,knowledge_of_wealth,Knowledge of wealth,18,0,1,0,11,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12262,0,spys_journal,Spy\'s journal,18,0,1,0,19,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12263,0,shu_jing,Shu jing,18,0,1,0,16,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12264,0,chieko,Chieko,18,0,1,0,20,0,19,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
12265,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12266,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12267,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12268,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12269,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12270,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12271,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12272,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12273,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12274,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
12275,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13000,0,===crafting mats===,===crafting mats===,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13001,0,wool,Wool,18,0,100,100,0,0,232,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,40,20,,0,0,1,0,0,0,0,0
13002,0,mica,Mica,18,0,20,20,0,0,275,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,30,15,,0,0,1,0,0,0,0,0
13003,0,topaz,Topaz,18,0,1,0,0,0,275,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,450,,0,0,1,0,0,0,0,0
13004,0,spent_metal,Spent metal,18,0,100,100,0,0,291,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,100,50,,0,0,1,0,0,0,0,0
13005,0,obsidian,Obsidian,18,0,75,75,0,0,275,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,10,5,,0,0,1,0,0,0,0,0
13006,0,limestone,Limestone,18,0,75,75,0,0,276,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,10,5,,0,0,1,0,0,0,0,0
13007,0,quartz,Quartz,18,0,20,20,0,0,720,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,125,,0,0,1,0,0,0,0,0
13008,0,amethyst,Amethyst,18,0,50,50,0,0,720,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,600,,0,0,1,0,0,0,0,0
13009,0,amber,Amber,18,0,100,100,0,0,429,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,300,150,,0,0,1,0,0,0,0,0
13010,0,dark_amber,Dark amber,18,0,100,100,0,0,318,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,600,300,,0,0,1,0,0,0,0,0
13011,0,white_amber,White amber,18,0,20,20,0,0,318,4,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,900,450,,0,0,1,0,0,0,0,0
13012,0,tarnished_amber,Tarnished amber,18,0,100,100,0,0,1012,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,240,120,,0,0,1,0,0,0,0,0
13013,0,yellow_amber,Yellow amber,18,0,20,20,0,0,760,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1200,600,,0,0,1,0,0,0,0,0
13014,0,cloth,Cloth,18,0,20,20,0,0,1632,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,100,50,,0,0,1,0,0,0,0,0
13015,0,fine_cloth,Fine cloth,18,0,20,20,0,0,1633,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,800,400,,0,0,1,0,0,0,0,0
13016,0,powdered_yellow_amber,Pwdrd yellow amber,18,0,20,20,0,0,760,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1200,600,,0,0,1,0,0,0,0,0
13017,0,fine_metal,Fine metal,18,0,100,100,0,0,291,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13018,0,metal,Metal,18,0,100,100,0,0,291,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13019,0,diamond,Diamond,18,0,20,20,0,0,720,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,5000,,0,0,1,0,0,0,0,0
13020,0,ore_poor,Ore [poor],18,0,100,100,0,0,721,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,6,0,,0,0,1,0,0,0,0,0
13021,0,ore_med,Ore [med],18,0,100,100,0,0,721,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,8,0,,0,0,1,0,0,0,0,0
13022,0,ore_high,Ore [high],18,0,100,100,0,0,721,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,10,0,,0,0,1,0,0,0,0,0
13033,0,ore_very_high,Ore [very high],18,0,100,100,0,0,721,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,100,0,,0,0,1,0,0,0,0,0
13034,0,gold_ore,Gold ore,18,0,100,100,0,0,721,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,800,0,,0,0,1,0,0,0,0,0
13035,0,silver_ore,Silver ore,18,0,100,100,0,0,721,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,150,0,,0,0,1,0,0,0,0,0
13036,0,red_amber,Red amber,18,0,20,20,0,0,761,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13037,0,flame_amber,Flame amber,18,0,20,20,0,0,766,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13038,0,slag,Slag,18,0,100,100,0,0,721,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,2,1,,0,0,1,0,0,0,0,0
13039,0,wool_twine,Wool twine,18,0,1,0,0,0,990,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,10,,0,0,1,0,0,0,0,0
13040,0,ginko_wood,Ginko wood,18,0,100,100,0,0,2258,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,6,,0,0,1,0,0,0,0,0
13041,0,coal,Coal,18,0,20,20,0,0,17,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,20,10,,0,0,1,0,0,0,0,0
13042,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13043,0,hot_coal,Hot coal,18,0,1,0,0,0,1641,53,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13044,0,crystal,Crystal,18,0,100,100,0,0,720,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13045,0,wood_scraps,Wood scraps,18,0,100,100,0,0,2423,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13046,0,well_crafted_white_amber,Well cftd wt amber,18,0,20,20,0,0,1037,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,10000,5000,,0,0,1,0,0,0,0,0
13047,0,well_crafted_yellow_amber,Well cftd yw amber,18,0,20,20,0,0,1033,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,10000,5000,,0,0,1,0,0,0,0,0
13048,0,well_crafted_dark_amber,Well cftd dk amber,18,0,100,100,0,0,1042,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4000,2000,,0,0,1,0,0,0,0,0
13049,0,well_crafted_amber,Well cftd amber,18,0,100,100,0,0,1035,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1600,800,,0,0,1,0,0,0,0,0
13050,0,crafted_white_amber,Crafted wt amber,18,0,20,20,0,0,1031,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,2400,1200,,0,0,1,0,0,0,0,0
13051,0,crafted_yellow_amber,Crafted yw amber,18,0,20,20,0,0,1021,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,3500,1750,,0,0,1,0,0,0,0,0
13052,0,crafted_dark_amber,Crafted dk amber,18,0,100,100,0,0,1030,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1600,800,,0,0,1,0,0,0,0,0
13053,0,crafted_amber,Crafted amber,18,0,100,100,0,0,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,800,400,,0,0,1,0,0,0,0,0
13054,0,tarnished_white_amber,Tarnished wt amber,18,0,20,20,0,0,1019,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,800,400,,0,0,1,0,0,0,0,0
13055,0,tarnished_yellow_amber,Tarnished yw amber,18,0,20,20,0,0,1009,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,0,1,0,0,0,0,0
13056,0,tarnished_dark_amber,Tarnished dk amber,18,0,100,100,0,0,1018,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,400,200,,0,0,1,0,0,0,0,0
13057,0,silver_tree_branch,Silver tree branch,18,0,1,0,0,0,725,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,2,,0,0,1,0,0,0,0,0
13058,0,dragon_shard,Dragon shard,18,0,1,0,0,0,720,18,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,5000,2500,,0,0,1,0,0,0,0,0
13059,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13060,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13061,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
13062,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
14001,0,weaving_tools,Weaving tools,18,0,100,100,0,0,36,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,10,5,,0,0,1,0,0,0,0,0
14002,0,fine_weaving_tools,Fine weaving tools,18,0,100,100,0,0,36,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,100,50,,0,0,1,0,0,0,0,0
14003,0,shears,Shears,3,0,1,0,33,0,2956,0,2,0,0,5000,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,100,50,,0,1,1,0,0,0,0,0
14004,0,mining_pick,Mining pick,3,0,1,0,65,0,2961,0,2,0,0,2000,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,200,100,,0,1,1,0,0,0,0,0
14005,0,axe,Axe,3,0,1,0,19,0,645,0,2,0,0,1000000,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,50,25,,0,1,1,0,0,0,0,0
14006,0,basic_sickle,Basic sickle,3,0,1,0,85,0,2966,0,2,20,0,5000,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,200,100,,0,1,1,0,0,0,0,0
14007,0,wheat,Wheat,18,0,25,25,0,0,856,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,200,100,,0,0,1,0,0,0,0,0
14008,0,rice,Rice,18,0,25,25,0,0,3242,19,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,200,100,,0,0,1,0,0,0,0,0
15000,0,====MOUNTS====,====MOUNTS=====,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
15001,0,horse_mount,Horse mount,24,0,1,0,26,0,3097,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,495,0,,1,0,1,1,0,0,0,0
15002,0,white_horse_mount,White horse mount,24,0,1,0,2,0,3097,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,495,0,,1,0,1,1,0,0,0,0
15003,0,yellow_horse_mount,Yellow horse mount,24,0,1,0,21,0,3097,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,495,0,,1,0,1,1,0,0,0,0
15004,0,red_horse_mount,Red horse mount,24,0,1,0,22,0,3097,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,495,0,,1,0,1,1,0,0,0,0
15005,0,gold_horse_mount,Gold horse mount,24,0,1,0,28,0,3097,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,495,0,,1,0,1,1,0,0,0,0
15006,0,bridle,Bridle,24,0,1,0,5,0,3097,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15007,0,mountain_goat_pan_flute,Mountain goat pan flute,24,0,1,0,321,0,2071,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15008,0,red_mountain_goat_pan_flute,Red mountain goat pan flute,24,0,1,0,324,0,2071,26,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15009,0,muddy_boots_mount,Muddy boots mount,24,0,1,0,1281,0,5097,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15010,0,headless_horsemans_horse,Headless horseman\'s horse,24,0,1,0,1121,0,3097,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15011,0,armored_horse_saddle,Armored horse saddle,24,0,1,0,161,0,3097,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15012,0,dragon_dog,Dragon dog,24,0,1,0,193,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15013,0,tourmaline_dragon_dog,Tourmaline dragon dog,24,0,1,0,193,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15014,0,alexandrite_dragon_dog,Alexandrite dragon dog,24,0,1,0,194,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15015,0,bamboo_dragon_dog,Bamboo dragon dog,24,0,1,0,196,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15018,0,peridot_dragon_dog,Peridot dragon dog,24,0,1,0,197,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15019,0,rhodonite_dragon_dog,Rhodonite dragon dog,24,0,1,0,198,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15020,0,sodalite_dragon_dog,Sodalite dragon dog,24,0,1,0,199,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15021,0,archon_dragon_dog,Archon dragon dog,24,0,1,0,201,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15022,0,jasper_dragon_dog,Jasper dragon dog,24,0,1,0,202,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15023,0,phantom_dragon_dog,Phantom dragon dog,24,0,1,0,205,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15024,0,sardonyx_dragon_dog,Sardonyx dragon dog,24,0,1,0,207,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15025,0,onyx_dragon_dog,Onyx dragon dog,24,0,1,0,210,0,2073,23,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15026,0,tempest_dragon_dog,Tempest dragon dog,24,0,1,0,211,0,2073,24,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15027,0,raheem_dragon_dog,Raheem dragon dog,24,0,1,0,212,0,2073,25,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15028,0,ruby_dragon_dog,Ruby dragon dog,24,0,1,0,213,0,2073,26,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15029,0,forest_dragon_dog,Forest dragon dog,24,0,1,0,214,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15030,0,ivy_dragon_dog,Ivy dragon dog,24,0,1,0,215,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15031,0,lazuli_dragon_dog,Lazuli dragon dog,24,0,1,0,216,0,2073,31,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15032,0,aragonite_dragon_dog,Aragonite dragon dog,24,0,1,0,217,0,2073,2,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15033,0,garnet_dragon_dog,Garnet dragon dog,24,0,1,0,218,0,2073,28,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15034,0,amethyst_dragon_dog,Amethyst dragon dog,24,0,1,0,219,0,2073,4,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15035,0,bloodstone_dragon_dog,Bloodstone dragon dog,24,0,1,0,220,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
15036,0,topaz_dragon_dog,Topaz dragon dog,24,0,1,0,221,0,2073,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,,995,0,,1,0,1,1,0,0,0,0
