NpcId,NpcIdentifier,NpcDescription,NpcType,NpcMapId,NpcX,NpcY,NpcTimer,NpcLook,NpcLookColor,NpcSex,NpcSide,NpcState,NpcFace,NpcFaceColor,NpcHair,NpcHairColor,NpcSkinColor,NpcIsChar,NpcIsF1Npc,NpcIsRepairNpc,NpcIsShopNpc,NpcIsBankNpc,NpcReturnDistance,NpcMoveTime,NpcCanReceiveItem,Enabled,EraFeature
198,SelNpc,Sel,0,1143,2,5,0,10,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
199,SplinterNpc,Splinter,0,1141,10,5,0,12,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
200,IronLabTreasureChestNpc,Treasure Chest,0,1307,4,2,150000,154,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
201,IronLabTreasureChestNpc,Treasure Chest,0,1307,7,2,150000,154,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
202,IronLabTreasureChestNpc,Treasure Chest,0,1307,2,4,150000,154,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
203,IronLabTreasureChestNpc,Treasure Chest,0,1307,9,4,150000,154,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
204,IronLabTreasureChestNpc,Treasure Chest,0,1307,2,7,150000,154,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
205,IronLabTreasureChestNpc,Treasure Chest,0,1307,9,7,150000,154,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
206,IronLabTreasureChestNpc,Treasure Chest,0,1307,4,9,150000,154,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
207,IronLabTreasureChestNpc,Treasure Chest,0,1307,7,9,150000,154,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
208,MontyPvpPrizesNpc,Monty,0,3001,6,13,0,38,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
209,OldManNpc,Old man,0,1226,5,5,0,87,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
210,OldDogNpc,Old dog,0,1226,5,6,0,95,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,1,
211,ArenaShopNpc,Pyung,0,359,3,4,0,86,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
213,ArenaShopNpc,Buchi,0,34,2,4,0,86,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
214,TownCrierNpc,Yeoni,0,0,104,95,0,69,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
215,TownCrierNpc,Honi,0,330,70,56,0,69,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
216,SsalNpc,Ssal,0,39,8,8,0,149,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2000,0,1,
217,NewYearsNpc,Annual Avatar,0,4,34,7,250,139,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
218,NewYearsNpc,Avatar Assistant,0,4,34,8,0,139,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
219,MessengerNpc,Sying,0,3802,5,5,0,61,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
220,ButcherNpc,Hanso,0,2506,3,3,0,11,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
221,ArenaShopNpc,Negan,0,2594,3,4,0,86,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
222,InnNpc,San-Tae,0,2501,8,5,0,14,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
223,InnNpc,San-Ten,0,2505,8,5,0,14,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
224,InnNpc,San-Tu,0,2502,8,5,0,14,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
225,InnNpc,San-Tei,0,2503,7,3,0,14,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
226,InnNpc,San-To,0,2504,8,5,0,14,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
227,TailorNpc,Tilsa,0,2508,3,3,0,10,18,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
228,SeamstressNpc,Timpe,0,2507,4,5,0,5,36,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
229,MessengerNpc,Tinbae,0,2519,8,4,0,61,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
230,ChapelNpc,Fen,0,2511,8,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
231,ArenaMasterNpc,Mountain,0,356,8,9,0,8,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
232,DuelNpc,Duel,0,29200,10,3,1000,1331,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
233,RingShopNpc,Lan,0,1124,3,3,0,86,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
234,InnNpc,Haeng,0,1013,8,5,0,12,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
235,InnNpc,Spruce,0,1122,16,4,0,14,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
238,InnNpc,Kafas,0,1025,9,4,0,8,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
239,ShamanNpc,Di jin,0,1026,3,4,0,9,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
240,LonwikNpc,Lonwik,0,1021,2,3,0,5,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
241,InnNpc,Haggard,0,1027,21,4,0,147,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
242,KanNpc,Kan,0,331,4,4,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
243,PathArenaTutorNpc,Tutor,0,3701,11,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
244,PathArenaTutorNpc,Tutor,0,3702,11,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
245,PathArenaTutorNpc,Tutor,0,3703,11,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
246,PathArenaTutorNpc,Tutor,0,3704,11,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
247,PathArenaTutorNpc,Tutor,0,3705,11,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
248,PathArenaTutorNpc,Tutor,0,3706,11,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
249,PathArenaTutorNpc,Tutor,0,3707,11,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
250,PathArenaTutorNpc,Tutor,0,3708,11,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
251,PathArenaTutorNpc,Tutor,0,2980,6,1,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
252,PathArenaTutorNpc,Tutor,0,2981,6,1,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
253,PathArenaTutorNpc,Tutor,0,2982,6,1,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
254,PathArenaTutorNpc,Tutor,0,2983,6,1,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
255,CarnageHallShopNpc,Carrion One,0,3010,4,19,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
256,CarnageHallShopNpc,Carrion Two,0,3010,12,19,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
257,CarnageHallShopNpc,Carrion Three,0,3010,20,19,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
258,CarnageHallShopNpc,Carrion Four,0,3010,28,19,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
259,CarnageGameNpc,Rezzie,0,33,3,5,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
260,CarnageGameNpc,Rezzi,0,33,46,5,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
261,CarnageGameNpc,Rezz,0,33,46,45,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
262,CarnageGameNpc,Rez,0,33,3,45,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
263,PathArenaTutorNpc,Tutora,0,3301,35,11,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
264,PathArenaTutorNpc,Tutor,0,3301,10,6,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
265,RandomMerchantNpc,Random Merchant,2,4,1,1,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
267,ElixirGameNpc,Elixir NPC,0,3014,15,21,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
268,ElixirGameNpc,Elixir NPC,0,3036,15,21,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
269,ElixirPrizeNpc,Elixir Prize NPC,0,4,1,2,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
270,ElixirShopNpc,Elixir Judge,0,3035,15,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
271,ElixirShopNpc,Elixir Official,0,3035,15,38,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
272,ElixirShopNpc,Elixir Judge,0,3036,15,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
273,ElixirShopNpc,Elixir Official,0,3036,15,38,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
274,ElixirShopNpc,Elixir Judge,0,3037,15,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
275,ElixirShopNpc,Elixir Official,0,3037,15,38,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
276,ElixirShopNpc,Elixir Judge,0,3038,15,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
277,ElixirShopNpc,Elixir Official,0,3038,15,38,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
278,ElixirShopNpc,Elixir Judge,0,3039,15,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
279,ElixirShopNpc,Elixir Official,0,3039,15,38,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
280,ElixirShopNpc,Elixir Judge,0,3014,15,3,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
281,ElixirShopNpc,Elixir Official,0,3014,15,38,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
282,ElixirGameNpc,Elixir NPC,0,3035,15,21,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
283,ElixirGameNpc,Elixir NPC,0,3037,15,21,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
284,ElixirGameNpc,Elixir NPC,0,3038,15,21,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
285,ElixirGameNpc,Elixir NPC,0,3039,15,21,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
286,MiscGameShopNpc,Budol,0,346,2,4,0,86,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
287,ElixirShopNpc,Elixir Assistant,0,3042,12,7,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
288,GoodEarthAsvTrapNpc,Good earth ASV Trap,2,4,0,1,1000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
289,ValleyFarmGhostNpc,Majhum,0,5810,38,50,0,257,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2000,0,1,
290,ValleyFarmGhostNpc,Majhum,0,5850,38,50,0,257,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2000,0,1,
291,ValleyFarmGhostNpc,Majhum,0,5890,38,50,0,257,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2000,0,1,
292,ValleyFarmGhostNpc,Majhum,0,5970,38,50,0,257,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2000,0,1,
293,DobosNpc,Dobos,0,5835,9,6,0,39,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
294,ShyunNpc,Shyun,0,5828,20,5,0,40,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
295,JiongNpc,Jiong,0,5831,9,8,0,87,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
296,ParkNpc,Park,0,5832,9,6,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
297,DobosNpc,Dobos,0,5875,9,6,0,39,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
298,ShyunNpc,Shyun,0,5868,20,5,0,40,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
299,JiongNpc,Jiong,0,5871,9,8,0,87,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
300,ParkNpc,Park,0,5872,9,6,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
301,DobosNpc,Dobos,0,5915,9,6,0,39,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
302,ShyunNpc,Shyun,0,5908,20,5,0,40,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
303,JiongNpc,Jiong,0,5911,9,8,0,87,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
304,ParkNpc,Park,0,5912,9,6,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
305,DobosNpc,Dobos,0,5995,9,6,0,39,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
306,ShyunNpc,Shyun,0,5988,20,5,0,40,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
307,JiongNpc,Jiong,0,5991,9,8,0,87,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
308,ParkNpc,Park,0,5992,9,6,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
309,BladestormTrapNpc,Bladestorm trap,2,4,0,0,1000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
310,BenitnathNpc,Benitnath,0,5808,7,5,0,86,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
311,BenitnathNpc,Benitnath,0,5848,7,5,0,86,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
312,BenitnathNpc,Benitnath,0,5888,7,5,0,86,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
313,BenitnathNpc,Benitnath,0,5968,7,5,0,86,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
314,EnigmaNpc,Enigma,0,4,1,1,0,0,0,0,2,0,211,0,49,24,0,1,0,0,0,0,0,0,0,1,
315,CartographerNpc,Cartographer Min,0,4259,9,13,0,1756,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
316,TreasurePortalNpc,Treasure portal,1,0,0,0,1000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
317,InstanceTestNpc,Map pylon,0,4259,15,12,1000,681,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
319,FishNpc,Kwak,0,2500,46,55,0,8,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
320,SaerounNpc,Saeroun,0,2500,48,89,0,87,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
321,ClanNpc,Clan npc test,0,4,7,11,0,87,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
322,KukSaNpc,Kuk-Sa,0,3609,11,16,10000,146,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,1,
323,MnemosyneNpc,Mnemosyne,0,3629,14,21,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
324,GhengisKhanNpc,Ghengis Khan,0,3512,16,22,10000,6,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,1,
325,SpectyNpc,Specty,0,3619,4,10,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
326,HareietteNpc,Hariette,0,3632,28,15,0,131,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
327,MagistrateNpc,Magistrate,0,3614,18,17,0,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
328,RoshanNpc,Roshan,0,3529,10,21,0,213,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
329,ShengNpc,Sheng,0,3540,23,13,0,49,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
330,MerchantNpc,Merchant Assistant,0,3524,20,19,0,52,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
331,TalonNpc,Talon,0,3519,5,2,0,989,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
332,BomberWarNpc,Bomber war,0,31,13,7,0,213,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,ArenaExitTeleporterNpc,Bomber War Exit Chicken,0,15051,16,5,0,28,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
334,ClanAdminNpc,Clan admin npc,0,4,7,13,0,87,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
335,TownCrierNpc,Palace Concierge,0,2500,79,28,0,939,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
336,HaussonMayorNpc,Lanwick,0,1024,9,3,0,87,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
337,GanNpc,Quentor,0,1022,4,3,0,86,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
338,SumoWarNpc,Sumo war,0,31,14,7,0,213,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,DruidQuestFireNpc,Druid quest fire,2,4,0,0,2000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
340,RabbitInvasionNpc,Ming,0,44175,2,2,100,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
341,ArenaExitTeleporterNpc,Sumo War Exit Chicken,0,15031,14,5,0,28,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
342,JukeboxNpc,Jukebox,0,15031,2,6,0,778,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
343,SonhiGuardNpc,Sonhi guard,0,6512,9,11,0,155,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
344,GlothNpc,Gloth,0,6519,15,13,0,161,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
345,LostLegendChestNpc,Chest,0,6519,7,38,0,154,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
346,SonhiGuardNpc,Sonhi guard,0,6532,9,11,0,155,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
347,GlothNpc,Gloth,0,6539,15,13,0,161,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
348,LostLegendChestNpc,Chest,0,6539,7,38,0,154,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
349,SonhiGuardNpc,Sonhi guard,0,6552,9,11,0,155,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
350,GlothNpc,Gloth,0,6559,15,13,0,161,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
351,LostLegendChestNpc,Chest,0,6559,7,38,0,154,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
352,SonhiGuardNpc,Sonhi guard,0,6572,9,11,0,155,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
353,GlothNpc,Gloth,0,6579,15,13,0,161,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
354,LostLegendChestNpc,Chest,0,6579,7,38,0,154,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
355,ArenaExitTeleporterNpc,Beach War Exit Chicken,0,15021,14,5,0,28,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
356,JukeboxNpc,Jukebox,0,15021,2,6,0,778,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
357,BeachWarNpc,Beach war,0,31,15,7,0,213,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
358,JukeboxNpc,Jukebox,0,15051,2,6,0,778,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
360,MarketManagerNpc,Market Manager,0,2534,39,68,0,52,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
361,CarnageGameNpc,Sneaky 1,0,3017,1,1,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
362,CarnageGameNpc,Sneaky 2,0,3017,1,1,0,8,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
379,ChongunTaishiNpc,Taishi,0,3614,8,24,0,151,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
388,BaekhoNpc,Baekho,0,1406,12,6,0,216,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
389,ChungRyongNpc,Chung ryong,0,1401,15,5,0,218,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
390,HyunMooNpc,Hyun Moo,0,1416,15,8,0,219,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
391,JuJakNpc,Ju jak,0,1411,12,4,0,217,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
392,ShamanNpc,Aura,0,1126,5,4,0,9,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
393,WoodlandSmithNpc,Woodland Smith,0,4712,13,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
394,WoodlandArmorerNpc,Woodland Armorer,0,4713,9,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
395,LaptevNpc,Laptev,0,3817,8,5,0,38,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
396,TaimyrNpc,Taimyr,0,3814,5,4,0,11,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
397,ChapelNpc,Crystal,0,3815,9,9,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
398,InnNpc,Cithra,0,3812,18,4,0,14,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,
